id,host_id,latitude,longitude,neighbourhood_cleansed,property_type,room_type,price,accommodates,bedrooms,amenities,bathrooms,beds,review_scores_rating,accommodates_per_bedroom,accommodates_per_bed,price_per_accommodate,number_of_reviews,availability_30,availability_60,availability_90,availability_365
1151934300212794336,171501479,52.3624008495337,4.864696674048901,De Baarsjes - Oud-West,Entire serviced apartment,Entire home/apt,285,2,1.0,"[""Dishes and silverware"", ""Toaster"", ""Coffee"", ""Free washer \u2013 In unit"", ""Body soap"", ""Sonos Set sound system"", ""Central heating"", ""Dedicated workspace"", ""Kitchen"", ""Coffee maker: drip coffee maker"", ""Patio or balcony"", ""Cooking basics"", ""First aid kit"", ""Hot water"", ""Fast wifi \u2013 542 Mbps"", ""Smoke alarm"", ""Lockbox"", ""Iron"", ""Drying rack for clothing"", ""Cleaning products"", ""Blender"", ""Smeg stainless steel gas stove"", ""Ethernet connection"", ""Microwave"", ""Clothing storage"", ""Central air conditioning"", ""Wine glasses"", ""Bathtub"", ""Extra pillows and blankets"", ""Paid street parking off premises"", ""Hair dryer"", ""AEG refrigerator"", ""Self check-in"", ""Dishwasher"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Essentials"", ""Books and reading material"", ""HDTV with Chromecast, Netflix"", ""Board games"", ""Smeg stainless steel single oven"", ""Room-darkening shades"", ""Shampoo"", ""Fire extinguisher"", ""Free dryer"", ""Bed linens""]",1.0,1.0,5.0,2.0,2.0,142.5,2,19,47,77,257
928201214259691418,357673486,52.361258,4.893066,Centrum-Oost,Entire rental unit,Entire home/apt,210,4,2.0,"[""Dishes and silverware"", ""Toaster"", ""Shower gel"", ""Outlet covers"", ""Coffee"", ""Kitchenette"", ""Body soap"", ""Central heating"", ""Portable fans"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""First aid kit"", ""Hot water"", ""Smoke alarm"", ""Iron"", ""Cleaning products"", ""Clothing storage: closet"", ""Microwave"", ""Refrigerator"", ""Wine glasses"", ""Extra pillows and blankets"", ""Coffee maker: Nespresso"", ""Host greets you"", ""Paid street parking off premises"", ""Safe"", ""Hair dryer"", ""Conditioner"", ""Wifi"", ""Cleaning available during stay"", ""Hangers"", ""Dining table"", ""Essentials"", ""TV"", ""Freezer"", ""Laundromat nearby"", ""Room-darkening shades"", ""Shampoo"", ""Fire extinguisher"", ""Private entrance"", ""Bed linens""]",1.0,2.0,4.88,2.0,2.0,52.5,105,1,3,10,93
903714820962613689,21686664,52.36918443378622,4.891594536602497,Centrum-West,Entire rental unit,Entire home/apt,206,3,1.0,"[""Dishes and silverware"", ""Smoke alarm"", ""Private backyard \u2013 Fully fenced"", ""Washer"", ""Heating"", ""TV"", ""First aid kit"", ""Dedicated workspace"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Wifi"", ""Fire extinguisher"", ""Kitchen""]",1.0,2.0,4.71,3.0,1.5,68.66666666666667,35,18,48,63,338
1378074,7356368,52.36101,4.89042,Centrum-Oost,Entire townhouse,Entire home/apt,190,2,1.0,"[""Dishes and silverware"", ""Shower gel"", ""Dedicated workspace"", ""Private patio or balcony"", ""Coffee maker"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Hot water"", ""Smoke alarm"", ""Stove"", ""Iron"", ""Microwave"", ""Refrigerator"", ""Extra pillows and blankets"", ""Oven"", ""Hair dryer"", ""Keypad"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""Hangers"", ""Essentials"", ""Backyard"", ""Heating"", ""Children\u2019s dinnerware"", ""First aid kit"", ""Shampoo"", ""Fire extinguisher"", ""Private entrance"", ""Kitchen"", ""Bed linens""]",1.0,1.0,4.73,2.0,2.0,95.0,93,0,2,2,2
53677632,53635540,52.35034,4.89152,De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,240,3,2.0,"[""Dishes and silverware"", ""Toaster"", ""Shower gel"", ""Coffee"", ""Barbecue utensils"", ""Body soap"", ""Central heating"", ""Washer"", ""Portable fans"", ""Babysitter recommendations"", ""Kitchen"", ""Patio or balcony"", ""Cooking basics"", ""BBQ grill"", ""Children's playroom"", ""Changing table"", ""Baby bath"", ""Hot water"", ""Stove"", ""Iron"", ""Drying rack for clothing"", ""Cleaning products"", ""Blender"", ""Bread maker"", ""Microwave"", ""Clothing storage"", ""Refrigerator"", ""Coffee maker: espresso machine"", ""Crib"", ""Wine glasses"", ""Bathtub"", ""Single level home"", ""Children\u2019s books and toys for ages 0-2 years old"", ""Paid street parking off premises"", ""Oven"", ""Private hot tub"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Conditioner"", ""Wifi"", ""Cleaning available during stay"", ""Dishwasher"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Essentials"", ""Outdoor playground"", ""TV"", ""Children\u2019s dinnerware"", ""Board games"", ""Long term stays allowed"", ""Freezer"", ""Bikes"", ""Shampoo"", ""Private entrance"", ""High chair"", ""Bed linens""]",1.0,1.0,4.93,1.5,3.0,80.0,14,3,3,3,95
36453462,248439764,52.3625174585964,4.867175657147218,De Baarsjes - Oud-West,Entire loft,Entire home/apt,400,2,1.0,"[""Dishes and silverware"", ""Toaster"", ""Washer"", ""Dedicated workspace"", ""Private patio or balcony"", ""Clothing storage: walk-in closet"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""Iron"", ""Cleaning products"", ""Microwave"", ""Refrigerator"", ""Coffee maker: espresso machine"", ""Sonos Bluetooth sound system"", ""Oven"", ""Hair dryer"", ""Wifi"", ""Dryer"", ""Dishwasher"", ""Air conditioning"", ""Hangers"", ""Dining table"", ""Essentials"", ""Heating"", ""TV"", ""Freezer"", ""Shampoo"", ""Fire extinguisher"", ""Private entrance"", ""Kitchen"", ""Bed linens""]",1.5,1.0,4.78,2.0,2.0,200.0,9,29,59,89,198
4640869,23886273,52.36792,4.87486,De Baarsjes - Oud-West,Private room in rental unit,Private room,156,2,0.0,"[""Dishes and silverware"", ""Shower gel"", ""Coffee"", ""Central heating"", ""Portable fans"", ""Dedicated workspace"", ""Coffee maker"", ""Exterior security cameras on property"", ""First aid kit"", ""TV with standard cable"", ""Hot water"", ""Smoke alarm"", ""Marcel\u2019s Green Soap shampoo"", ""Lockbox"", ""Iron"", ""Mini fridge"", ""Polar Mini fridge so no noise refrigerator"", ""Paid street parking off premises"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Self check-in"", ""Conditioner"", ""Fast wifi \u2013 384 Mbps"", ""Marcel\u2019s green soap/ Unicura  body soap"", ""Hangers"", ""Essentials"", ""Dining table"", ""Clothing storage: closet and dresser"", ""Long term stays allowed"", ""Laundromat nearby"", ""Room-darkening shades"", ""Fire extinguisher"", ""Bed linens""]",1.0,2.0,4.91,inf,1.0,78.0,403,4,21,51,103
1205800660464894033,37073411,52.365511739834126,4.841579288048538,Slotervaart,Entire rental unit,Entire home/apt,156,2,1.0,"[""Paid parking on premises"", ""Washer"", ""TV"", ""Dedicated workspace"", ""Outdoor dining area"", ""First aid kit"", ""Wifi"", ""Kitchen""]",1.0,1.0,5.0,2.0,2.0,78.0,1,10,10,10,10
19820314,6986079,52.38408,4.84556,Bos en Lommer,Entire loft,Entire home/apt,193,4,2.0,"[""Crib - available upon request"", ""Standalone high chair - available upon request"", ""Dishes and silverware"", ""Shower gel"", ""Garden view"", ""Coffee"", ""Body soap"", ""Central heating"", ""Dedicated workspace"", ""Outdoor furniture"", ""Piano"", ""Carbon monoxide alarm"", ""Climbing wall"", ""Hot water"", ""Smoke alarm"", ""Iron"", ""Sound system"", ""Cleaning products"", ""Shared patio or balcony"", ""Clothing storage: closet"", ""Refrigerator"", ""Wine glasses"", ""Bathtub"", ""Extra pillows and blankets"", ""Coffee maker: Nespresso"", ""Host greets you"", ""Paid street parking off premises"", ""Shared backyard \u2013 Fully fenced"", ""Hair dryer"", ""EV charger"", ""Wifi"", ""Dishwasher"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Essentials"", ""Books and reading material"", ""Pack \u2019n play/Travel crib"", ""Board games"", ""Outdoor dining area"", ""Freezer"", ""Laundromat nearby"", ""First aid kit"", ""HDTV with Netflix"", ""Fire extinguisher"", ""Private entrance"", ""Bed linens""]",1.5,2.0,4.51,2.0,2.0,48.25,254,23,44,73,345
958585050446229563,18539326,52.37248,4.87411,De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,398,2,1.0,"[""Crib - available upon request"", ""Standalone high chair - available upon request"", ""Dishes and silverware"", ""Toaster"", ""Shower gel"", ""Body soap"", ""Central heating"", ""Washer"", ""Portable fans"", ""Private patio or balcony"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""Baby bath - available upon request"", ""Iron"", ""Drying rack for clothing"", ""Cleaning products"", ""Microwave"", ""Refrigerator"", ""Canal view"", ""Wine glasses"", ""Changing table - available upon request"", ""Bathtub"", ""Extra pillows and blankets"", ""Coffee maker: Nespresso"", ""Children\u2019s books and toys for ages 0-2 years old"", ""Portable air conditioning"", ""Oven"", ""Bluetooth sound system"", ""Hair dryer"", ""Conditioner"", ""Wifi"", ""Dryer"", ""Dishwasher"", ""Hot water kettle"", ""Clothing storage: wardrobe"", ""Hangers"", ""Dining table"", ""Essentials"", ""Books and reading material"", ""TV"", ""Children\u2019s dinnerware"", ""Board games"", ""Game console: Xbox One"", ""Freezer"", ""Shampoo"", ""Fire extinguisher"", ""Kitchen"", ""Bed linens"", ""Gas stove""]",1.0,1.0,5.0,2.0,2.0,199.0,10,4,4,4,6
871566523468555750,29675970,52.37996204994371,4.846347246291467,Bos en Lommer,Entire rental unit,Entire home/apt,175,2,1.0,"[""Dishes and silverware"", ""Shower gel"", ""Coffee"", ""Body soap"", ""Central heating"", ""Washer"", ""Dedicated workspace"", ""Private patio or balcony"", ""Coffee maker: drip coffee maker, pour-over coffee"", ""Outdoor furniture"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""Double oven"", ""Iron"", ""Drying rack for clothing"", ""Sonos sound system"", ""Cleaning products"", ""Blender"", ""Microwave"", ""Refrigerator"", ""Wine glasses"", ""Extra pillows and blankets"", ""Clothing storage: closet, wardrobe, and dresser"", ""Hair dryer"", ""Conditioner"", ""Wifi"", ""Cleaning available during stay"", ""Dishwasher"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Essentials"", ""Books and reading material"", ""Paid parking garage off premises"", ""TV"", ""Outdoor dining area"", ""Freezer"", ""First aid kit"", ""Shampoo"", ""Kitchen"", ""Bed linens"", ""Gas stove""]",1.5,2.0,5.0,2.0,1.0,87.5,8,27,57,87,362
1008223,4443157,52.36369,4.83861,Slotervaart,Private room in bed and breakfast,Private room,95,2,1.0,"[""Dishes and silverware"", ""Washer"", ""Coffee maker"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Hot water"", ""Smoke alarm"", ""Refrigerator"", ""Host greets you"", ""Elevator"", ""Wifi"", ""Dryer"", ""Dishwasher"", ""Essentials"", ""Heating"", ""First aid kit"", ""Fire extinguisher"", ""Kitchen""]",1.0,1.0,4.69,2.0,2.0,47.5,660,0,1,1,236
709748424941010791,10667425,52.34894057972226,4.846749250947069,Zuid,Entire rental unit,Entire home/apt,186,3,1.0,"[""Paid parking on premises"", ""Shower gel"", ""Iron"", ""Washer"", ""Radiant heating"", ""TV"", ""Kitchen"", ""Hair dryer"", ""Room-darkening shades"", ""Wifi"", ""Free dryer"", ""Bed linens"", ""Hot water""]",1.0,2.0,5.0,3.0,1.5,62.0,2,0,18,46,46
6587565,26294656,52.41811,4.90178,Noord-West,Private room in bungalow,Private room,116,3,1.0,"[""Dishes and silverware"", ""Toaster"", ""Shower gel"", ""Garden view"", ""Coffee"", ""Barbecue utensils"", ""Body soap"", ""Central heating"", ""Private backyard \u2013 Fully fenced"", ""Portable fans"", ""Dedicated workspace"", ""Ping pong table"", ""Babysitter recommendations"", ""Kitchen"", ""Rice maker"", ""Private patio or balcony"", ""Cooking basics"", ""Outdoor furniture"", ""Private outdoor kitchen"", ""Carbon monoxide alarm"", ""First aid kit"", ""Climbing wall"", ""Vineyard view"", ""Hot water"", ""Pocket wifi"", ""Waterfront"", ""Smoke alarm"", ""Drying rack for clothing"", ""Cleaning products"", ""Movie theater"", ""Mini fridge"", ""Microwave"", ""Refrigerator"", ""Coffee maker: espresso machine"", ""Wine glasses"", ""Lake access"", ""Single level home"", ""Shampoo"", ""Extra pillows and blankets"", ""BBQ grill: charcoal"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Children\u2019s books and toys"", ""Bikes"", ""EV charger"", ""Free driveway parking on premises \u2013 2 spaces"", ""Wifi"", ""Samsung oven"", ""Hot water kettle"", ""Shared beach access"", ""Hangers"", ""Dining table"", ""Essentials"", ""Outdoor playground"", ""Books and reading material"", ""Free street parking"", ""Children\u2019s dinnerware"", ""Courtyard view"", ""Fire pit"", ""Outdoor dining area"", ""Laundromat nearby"", ""Room-darkening shades"", ""HDTV with Netflix"", ""Fire extinguisher"", ""High chair"", ""Bed linens""]",1.0,2.0,4.92,3.0,1.5,38.666666666666664,319,8,21,44,134
8591687,20358179,52.37568,4.89425,Centrum-West,Private room in bed and breakfast,Private room,125,2,1.0,"[""Dishes and silverware"", ""Coffee maker"", ""Paid parking off premises"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Paid dryer \u2013 In building"", ""Hot water"", ""Smoke alarm"", ""Stove"", ""Iron"", ""Microwave"", ""Refrigerator"", ""Host greets you"", ""Safe"", ""Oven"", ""Paid washer \u2013 In building"", ""Hair dryer"", ""Wifi"", ""Hangers"", ""Essentials"", ""Heating"", ""First aid kit"", ""Shampoo"", ""Fire extinguisher"", ""Kitchen"", ""Bed linens""]",1.5,1.0,4.79,2.0,2.0,62.5,521,2,12,41,310
834233,4364462,52.37272,4.90418,Centrum-Oost,Private room in condo,Private room,137,2,1.0,"[""Dishes and silverware"", ""Toaster"", ""Private living room"", ""Coffee maker"", ""Cooking basics"", ""Hot water"", ""Smoke alarm"", ""Stove"", ""Iron"", ""Microwave"", ""Refrigerator"", ""Canal view"", ""Crib"", ""Wine glasses"", ""Lock on bedroom door"", ""Host greets you"", ""Oven"", ""Hair dryer"", ""Children\u2019s books and toys"", ""Wifi"", ""Hot water kettle"", ""Hangers"", ""Breakfast"", ""Essentials"", ""Heating"", ""Shampoo"", ""Private entrance"", ""Kitchen""]",1.5,2.0,4.9,2.0,1.0,68.5,384,3,7,14,101
42358184,29492354,52.3646676,4.841393699999999,Slotervaart,Entire condo,Entire home/apt,204,2,1.0,"[""Dishes and silverware"", ""Shower gel"", ""Coffee"", ""Central heating"", ""Dedicated workspace"", ""Private patio or balcony"", ""Outdoor furniture"", ""Cooking basics"", ""Bosch oven"", ""Hot water"", ""Samsung soundbar Bluetooth sound system"", ""Smoke alarm"", ""Iron"", ""Drying rack for clothing"", ""Cleaning products"", ""HDTV with Apple TV, Netflix, premium cable"", ""Refrigerator"", ""Coffee maker: espresso machine"", ""Wine glasses"", ""Extra pillows and blankets"", ""Andrelon shampoo"", ""Andrelon body soap"", ""Free parking garage on premises \u2013 1 space"", ""Electric stove"", ""Host greets you"", ""Paid street parking off premises"", ""Hair dryer"", ""Elevator"", ""Wifi"", ""Dishwasher"", ""Hot water kettle"", ""Clothing storage: wardrobe"", ""Shared beach access"", ""Hangers"", ""Dining table"", ""Essentials"", ""Andrelon conditioner"", ""Board games"", ""Outdoor dining area"", ""Freezer"", ""First aid kit"", ""Private entrance"", ""Kitchen"", ""Bed linens""]",1.5,1.0,5.0,2.0,2.0,102.0,13,1,1,1,264
930814006761975319,25359885,52.39363126296151,4.90783337675878,Oud-Noord,Entire home,Entire home/apt,225,4,2.0,"[""Dishes and silverware"", ""Coffee"", ""Washer"", ""Private patio or balcony"", ""Piano"", ""Cooking basics"", ""Bosch oven"", ""Children's playroom"", ""Hot water"", ""Waterfront"", ""Smoke alarm"", ""Iron"", ""Drying rack for clothing"", ""Cleaning products"", ""Microwave"", ""Refrigerator"", ""Canal view"", ""Wine glasses"", ""Bathtub"", ""Extra pillows and blankets"", ""Paid street parking off premises"", ""Free dryer \u2013 In unit"", ""Children\u2019s books and toys"", ""EV charger"", ""Wifi"", ""Dishwasher"", ""Hot water kettle"", ""Induction stove"", ""Hangers"", ""Dining table"", ""Essentials"", ""Outdoor playground"", ""Books and reading material"", ""Heating"", ""TV"", ""Board games"", ""Freezer"", ""Fire extinguisher"", ""Children\u2019s bikes"", ""Kitchen"", ""Bed linens"", ""Baking sheet""]",1.5,3.0,5.0,2.0,1.3333333333333333,56.25,4,0,0,0,121
20042458,131673486,52.35709,4.89527,De Pijp - Rivierenbuurt,Entire condo,Entire home/apt,200,2,1.0,"[""Smoke alarm"", ""Iron"", ""Washer"", ""TV"", ""Wifi"", ""Kitchen""]",1.0,1.0,4.88,2.0,2.0,100.0,0,26,56,86,361
846301187759193882,260726901,52.38298754891305,4.869492104460399,Westerpark,Entire rental unit,Entire home/apt,135,2,1.0,"[""Dishes and silverware"", ""Smoke alarm"", ""TV"", ""Refrigerator"", ""Carbon monoxide alarm"", ""Wifi"", ""Kitchen""]",1.0,1.0,4.17,2.0,2.0,67.5,6,1,1,2,62
1136717355205647802,66367490,52.35630569120656,4.925689011447812,Oud-Oost,Entire rental unit,Entire home/apt,329,4,3.0,"[""Dishes and silverware"", ""Toaster"", ""Paid parking on premises"", ""Coffee"", ""Body soap"", ""Washer"", ""Coffee maker"", ""Piano"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""Stove"", ""Cleaning products"", ""Blender"", ""Refrigerator"", ""Wine glasses"", ""Oven"", ""Hair dryer"", ""Conditioner"", ""Wifi"", ""Dishwasher"", ""Hot water kettle"", ""Heating"", ""TV"", ""Outdoor dining area"", ""Freezer"", ""First aid kit"", ""Shampoo"", ""Fire extinguisher"", ""Kitchen"", ""Bed linens"", ""Baking sheet""]",1.0,3.0,5.0,1.3333333333333333,1.3333333333333333,82.25,4,1,12,12,70
1132697745841907461,571807330,52.34839,5.01461,IJburg - Zeeburgereiland,Entire home,Entire home/apt,400,6,3.0,"[""Shower gel"", ""Body soap"", ""Central heating"", ""Washer"", ""Dedicated workspace"", ""Exterior security cameras on property"", ""Lake view"", ""BBQ grill"", ""Hot water"", ""Smoke alarm"", ""Iron"", ""Drying rack for clothing"", ""Cleaning products"", ""Clothing storage"", ""Free parking on premises"", ""Lake access"", ""Bathtub"", ""Beach access \u2013 Beachfront"", ""Free dryer \u2013 In unit"", ""Indoor fireplace"", ""Conditioner"", ""Wifi"", ""Hangers"", ""Essentials"", ""TV"", ""Outdoor dining area"", ""First aid kit"", ""Shampoo"", ""Kitchen"", ""Bed linens""]",2.0,3.0,5.0,2.0,2.0,66.66666666666667,1,0,0,0,12
954700565235095849,169899468,52.35670630000001,4.8558048,De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,220,2,1.0,"[""Dishes and silverware"", ""Paid parking on premises"", ""Shower gel"", ""Free washer \u2013 In unit"", ""Body soap"", ""Central heating"", ""Coffee maker: drip coffee maker"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""Cleaning products"", ""Blender"", ""Microwave"", ""Refrigerator"", ""Wine glasses"", ""Bathtub"", ""Extra pillows and blankets"", ""Stainless steel single oven"", ""Park view"", ""Free dryer \u2013 In unit"", ""Hair dryer"", ""EV charger"", ""Wifi"", ""Exercise equipment: free weights, yoga mat"", ""Cleaning available during stay"", ""Dishwasher"", ""Hot water kettle"", ""Clothing storage: wardrobe"", ""Hangers"", ""Dining table"", ""Essentials"", ""Board games"", ""Baking sheet"", ""Freezer"", ""55 inch HDTV"", ""Room-darkening shades"", ""Shampoo"", ""Private entrance"", ""Kitchen"", ""Bed linens"", ""Gas stove""]",1.5,1.0,5.0,2.0,2.0,110.0,3,4,4,20,20
1018216930274860344,39739116,52.36223402144337,4.900549005961326,Centrum-Oost,Entire rental unit,Entire home/apt,470,4,2.0,"[""Smoke alarm"", ""Iron"", ""Washer"", ""Heating"", ""TV"", ""First aid kit"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Oven"", ""Hair dryer"", ""Indoor fireplace"", ""Outdoor dining area"", ""Dishwasher"", ""Carbon monoxide alarm"", ""Wifi"", ""Kitchen"", ""Bed linens"", ""Hot water""]",1.0,2.0,5.0,2.0,2.0,117.5,1,0,0,12,163
49475051,4513819,52.36684,4.91564,Centrum-Oost,Entire loft,Entire home/apt,199,2,0.0,"[""Dishes and silverware"", ""Toaster"", ""Shower gel"", ""Outlet covers"", ""Boat slip"", ""Body soap"", ""Washer"", ""Portable fans"", ""Dedicated workspace"", ""Indoor fireplace: electric"", ""Cooking basics"", ""Carbon monoxide alarm"", ""First aid kit"", ""Hot water"", ""Pocket wifi"", ""Waterfront"", ""Smoke alarm"", ""Iron"", ""Drying rack for clothing"", ""Sound system"", ""Cleaning products"", ""Blender"", ""Microwave"", ""Clothing storage"", ""Refrigerator"", ""Wine glasses"", ""Free parking on premises"", ""Single level home"", ""Extra pillows and blankets"", ""Coffee maker: Nespresso"", ""Fireplace guards"", ""Host greets you"", ""Oven"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Elevator"", ""Wifi"", ""Dryer"", ""Dishwasher"", ""Cleaning available during stay"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Essentials"", ""Outdoor playground"", ""Books and reading material"", ""Heating"", ""Freezer"", ""HDTV with Chromecast"", ""Room-darkening shades"", ""Shampoo"", ""Laundromat nearby"", ""Fire extinguisher"", ""Private entrance"", ""Kitchen"", ""Bed linens"", ""Gas stove""]",1.5,1.0,5.0,inf,2.0,99.5,14,8,22,51,306
2719038,13060291,52.39567,5.0052,Noord-Oost,Entire guesthouse,Entire home/apt,119,2,1.0,"[""Dishes and silverware"", ""Washer"", ""Kitchen"", ""Coffee maker"", ""Cooking basics"", ""Carbon monoxide alarm"", ""BBQ grill"", ""TV with standard cable"", ""Hot water"", ""Smoke alarm"", ""Stove"", ""Iron"", ""Microwave"", ""Refrigerator"", ""Crib"", ""Free parking on premises"", ""Host greets you"", ""Luggage dropoff allowed"", ""Shared backyard \u2013 Not fully fenced"", ""Hair dryer"", ""Children\u2019s books and toys"", ""Wifi"", ""Dryer"", ""Breakfast"", ""Essentials"", ""Heating"", ""First aid kit"", ""Shampoo"", ""Fire extinguisher"", ""High chair""]",1.0,1.0,4.92,2.0,2.0,59.5,422,0,0,25,300
14020792,81810277,52.35458,4.9176,Oud-Oost,Entire condo,Entire home/apt,175,3,1.0,"[""Dishes and silverware"", ""Central heating"", ""Washer"", ""Dedicated workspace"", ""Coffee maker"", ""Cooking basics"", ""Hot water"", ""Smoke alarm"", ""Stove"", ""Iron"", ""Refrigerator"", ""Single level home"", ""Oven"", ""Hair dryer"", ""Wifi"", ""Dishwasher"", ""Hangers"", ""Essentials"", ""Backyard"", ""TV"", ""Laundromat nearby"", ""Fire extinguisher"", ""Private entrance"", ""Kitchen""]",1.5,2.0,4.88,3.0,1.5,58.333333333333336,40,0,0,0,38
751567239237328887,6235747,52.39444757029867,4.90606068042601,Oud-Noord,Houseboat,Entire home/apt,380,2,1.0,"[""Dishes and silverware"", ""Toaster"", ""Paid parking on premises"", ""Shower gel"", ""Coffee"", ""Free washer \u2013 In unit"", ""Rituals body soap"", ""Boat slip"", ""Central heating"", ""Dedicated workspace"", ""Rice maker"", ""Coffee maker: drip coffee maker, pour-over coffee"", ""Private patio or balcony"", ""Exterior security cameras on property"", ""Piano"", ""Cooking basics"", ""Outdoor furniture"", ""First aid kit"", ""Bose Bluetooth sound system"", ""Hot water"", ""65 inch HDTV"", ""Pocket wifi"", ""Smoke alarm"", ""Waterfront"", ""Iron"", ""Drying rack for clothing"", ""Cleaning products"", ""Blender"", ""Hammock"", ""Canal view"", ""Wine glasses"", ""Bathtub"", ""Extra pillows and blankets"", ""Paid street parking off premises"", ""Rituals conditioner"", ""Luggage dropoff allowed"", ""Free dryer \u2013 In unit"", ""Hair dryer"", ""Wifi"", ""Rituals shampoo"", ""Exercise equipment: free weights, yoga mat"", ""Siemens stainless steel oven"", ""Dishwasher"", ""Cleaning available during stay"", ""Outdoor shower"", ""Clothing storage: wardrobe"", ""Hot water kettle"", ""Induction stove"", ""Hangers"", ""Dining table"", ""Essentials"", ""Books and reading material"", ""Board games"", ""Long term stays allowed"", ""Outdoor dining area"", ""Siemens refrigerator"", ""Freezer"", ""Room-darkening shades"", ""Laundromat nearby"", ""Fire extinguisher"", ""Private entrance"", ""Kitchen"", ""Bed linens""]",1.5,1.0,5.0,2.0,2.0,190.0,4,0,28,58,58
1136859031380772732,159730080,52.3227965,4.9473802,Bijlmer-Centrum,Private room in home,Private room,193,4,2.0,"[""Smoke alarm"", ""Lockbox"", ""TV"", ""Free parking on premises"", ""Hair dryer"", ""Exterior security cameras on property"", ""Self check-in"", ""Carbon monoxide alarm"", ""Wifi"", ""Lock on bedroom door""]",1.5,3.0,4.5,2.0,1.3333333333333333,48.25,2,12,42,72,245
1206450192810422399,39110511,52.40842802292239,4.898348386260003,Noord-West,Entire home,Entire home/apt,199,5,2.0,"[""Dishes and silverware"", ""Washer"", ""Dedicated workspace"", ""Pets allowed"", ""Cooking basics"", ""Hot water"", ""Smoke alarm"", ""Stove"", ""Refrigerator"", ""Crib"", ""Oven"", ""Wifi"", ""Dryer"", ""Dishwasher"", ""Hot water kettle"", ""Essentials"", ""Backyard"", ""Heating"", ""TV"", ""Outdoor dining area"", ""Freezer"", ""Kitchen"", ""Bed linens""]",1.0,2.0,4.4879999999999995,2.5,2.5,39.8,0,10,40,70,98
1201360022986776244,586242631,52.36066645908827,4.896373562514782,Centrum-Oost,Private room in rental unit,Private room,149,2,1.0,"[""Shower gel"", ""Lockbox"", ""Body soap"", ""Washer"", ""TV"", ""Hair dryer"", ""Self check-in"", ""Wifi"", ""Lock on bedroom door""]",1.0,1.0,5.0,2.0,2.0,74.5,1,9,22,42,230
17129224,73702115,52.39406,4.92676,Oud-Noord,Private room in townhouse,Private room,104,3,1.0,"[""Dishes and silverware"", ""Paid parking on premises"", ""Shower gel"", ""Portable fans"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Hot water"", ""Smoke alarm"", ""Lockbox"", ""Refrigerator"", ""Crib"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Children\u2019s books and toys"", ""Bikes"", ""Self check-in"", ""Wifi"", ""Hot water kettle"", ""Hangers"", ""Breakfast"", ""Essentials"", ""Heating"", ""Children\u2019s dinnerware"", ""Pack \u2019n play/Travel crib"", ""Long term stays allowed"", ""Room-darkening shades"", ""Shampoo"", ""Fire extinguisher"", ""Bed linens""]",1.0,2.0,4.84,3.0,1.5,34.666666666666664,356,6,13,36,36
49466684,366607134,52.35987,4.87874,Zuid,Room in boutique hotel,Private room,155,1,1.0,"[""Air conditioning"", ""Smoke alarm"", ""Hangers"", ""Essentials"", ""Iron"", ""Host greets you"", ""Heating"", ""TV"", ""Fast wifi \u2013 90 Mbps"", ""Coffee maker"", ""Hair dryer"", ""Exterior security cameras on property"", ""Elevator"", ""Noise decibel monitors on property"", ""Long term stays allowed"", ""Shampoo"", ""Bed linens"", ""Hot water""]",1.0,1.0,4.59,1.0,1.0,155.0,230,25,52,82,321
