id,host_id,latitude,longitude,neighbourhood_cleansed,property_type,room_type,price,accommodates,bedrooms,amenities,bathrooms,beds,review_scores_rating,accommodates_per_bedroom,accommodates_per_bed,price_per_accommodate,number_of_reviews,availability_30,availability_60,availability_90,availability_365
860215347920131294,6410592,52.3892471,4.887412299999999,Westerpark,Entire rental unit,Entire home/apt,345,2,1.0,"[""Dishes and silverware"", ""Paid parking on premises"", ""Coffee"", ""Body soap"", ""Washer"", ""Private patio or balcony"", ""Coffee maker: drip coffee maker"", ""Outdoor furniture"", ""Cooking basics"", ""First aid kit"", ""Hot water"", ""Smoke alarm"", ""Drying rack for clothing"", ""Cleaning products"", ""Blender"", ""Clothing storage: closet"", ""Microwave"", ""Refrigerator"", ""Wine glasses"", ""Extra pillows and blankets"", ""Host greets you"", ""Paid street parking off premises"", ""Oven"", ""Luggage dropoff allowed"", ""Bluetooth sound system"", ""Hair dryer"", ""EV charger"", ""Wifi"", ""Exercise equipment: free weights, yoga mat"", ""Dishwasher"", ""Hot water kettle"", ""Air conditioning"", ""Induction stove"", ""Hangers"", ""Heating - split type ductless system"", ""Essentials"", ""Dining table"", ""Books and reading material"", ""Outdoor dining area"", ""Freezer"", ""Laundromat nearby"", ""Room-darkening shades"", ""Shampoo"", ""Fire extinguisher"", ""Private entrance"", ""Kitchen"", ""Bed linens"", ""Baking sheet""]",1.0,1.0,5.0,2.0,2.0,172.5,6,29,59,89,364
18606303,124583661,52.3666,4.89824,Centrum-Oost,Boat,Entire home/apt,270,4,2.0,"[""Dishes and silverware"", ""Toaster"", ""Smoking allowed"", ""Coffee maker: Keurig coffee machine"", ""Portable fans"", ""Pets allowed"", ""Outdoor furniture"", ""Patio or balcony"", ""Paid parking off premises"", ""Cooking basics"", ""Hot water"", ""Waterfront"", ""Smoke alarm"", ""Lockbox"", ""Sound system"", ""Cleaning products"", ""Clothing storage: closet"", ""Ethernet connection"", ""Microwave"", ""Refrigerator"", ""Extra pillows and blankets"", ""Hair dryer"", ""Self check-in"", ""Wifi"", ""Dishwasher"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Essentials"", ""Room-darkening shades"", ""Heating"", ""Freezer"", ""First aid kit"", ""Fire extinguisher"", ""Private entrance"", ""Kitchen"", ""Bed linens""]",1.0,2.0,4.67,2.0,2.0,67.5,211,2,5,26,270
1265549,6833871,52.31692,4.94557,Bijlmer-Centrum,Entire rental unit,Entire home/apt,200,2,1.0,"[""Crib - available upon request"", ""Dishes and silverware"", ""Free washer"", ""Dedicated workspace"", ""Babysitter recommendations"", ""Kitchen"", ""Coffee maker"", ""Paid parking off premises"", ""Cooking basics"", ""Baby bath"", ""Hot water"", ""Smoke alarm"", ""Stove"", ""Iron"", ""Drying rack for clothing"", ""Cleaning products"", ""Microwave"", ""Refrigerator"", ""Free parking on premises"", ""Bathtub"", ""Single level home"", ""Host greets you"", ""Oven"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Elevator"", ""Wifi"", ""Cleaning available during stay"", ""Dishwasher"", ""Clothing storage: wardrobe"", ""Hangers"", ""Essentials"", ""Outdoor playground"", ""Heating"", ""Freezer"", ""Laundromat nearby"", ""Private entrance"", ""High chair"", ""Bed linens""]",1.5,1.0,4.86,2.0,2.0,100.0,44,28,58,88,88
50698647,8637732,52.353836,4.862289,Zuid,Entire condo,Entire home/apt,405,4,2.0,"[""Dishes and silverware"", ""Shower gel"", ""Coffee"", ""Free washer \u2013 In unit"", ""Body soap"", ""Dedicated workspace"", ""Private patio or balcony"", ""Pets allowed"", ""Coffee maker"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hot water"", ""Stainless steel gas stove"", ""Blender"", ""Refrigerator"", ""Bathtub"", ""Host greets you"", ""Paid street parking off premises"", ""Oven"", ""Free dryer \u2013 In unit"", ""Hair dryer"", ""Wifi"", ""Dishwasher"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Essentials"", ""Books and reading material"", ""Heating"", ""65 inch HDTV with HBO Max, Netflix, premium cable, Apple TV, Amazon Prime Video"", ""Freezer"", ""Room-darkening shades"", ""Shampoo"", ""Private entrance"", ""Kitchen"", ""Bed linens"", ""Baking sheet""]",1.5,1.0,4.93,2.0,4.0,101.25,15,13,36,66,341
27969251,211258076,52.37747,4.89247,Centrum-West,Entire condo,Entire home/apt,208,4,1.0,"[""Dishes and silverware"", ""Toaster"", ""Shower gel"", ""Coffee"", ""Body soap"", ""Central heating"", ""Private backyard \u2013 Fully fenced"", ""Portable fans"", ""Dedicated workspace"", ""Private patio or balcony"", ""Theme room"", ""Fast wifi \u2013 70 Mbps"", ""Exterior security cameras on property"", ""Coffee maker: drip coffee maker"", ""Cooking basics"", ""Outdoor furniture"", ""Carbon monoxide alarm"", ""First aid kit"", ""Table corner guards"", ""Hot water"", ""32 inch HDTV with Chromecast, Netflix, premium cable, standard cable"", ""Stainless steel oven"", ""Smoke alarm"", ""Iron"", ""Drying rack for clothing"", ""Window guards"", ""Cleaning products"", ""Mini fridge"", ""Ethernet connection"", ""Free dryer \u2013 In building"", ""Microwave"", ""Refrigerator"", ""Wine glasses"", ""Extra pillows and blankets"", ""Free washer \u2013 In building"", ""Marshall  Bluetooth sound system"", ""Host greets you"", ""Safe"", ""Clothing storage: wardrobe and dresser"", ""Bosch  electric stove"", ""Luggage dropoff allowed"", ""Exercise equipment"", ""Hair dryer"", ""Conditioner"", ""Cleaning available during stay"", ""Dishwasher"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Essentials"", ""Shared gym in building"", ""Books and reading material"", ""Paid parking garage off premises"", ""Board games"", ""Courtyard view"", ""Long term stays allowed"", ""Freezer"", ""Laundromat nearby"", ""Room-darkening shades"", ""Shampoo"", ""Fire extinguisher"", ""Private entrance"", ""Kitchen"", ""Bed linens"", ""Baking sheet""]",1.0,2.0,4.99,4.0,2.0,52.0,208,2,4,5,93
1429701,1610324,52.38598,4.89164,Centrum-West,Houseboat,Entire home/apt,180,2,1.0,"[""Dishes and silverware"", ""Shower gel"", ""Coffee"", ""Boat slip"", ""Private backyard \u2013 Fully fenced"", ""Central heating"", ""Portable fans"", ""Pets allowed"", ""Outdoor furniture"", ""Paid parking off premises"", ""Carbon monoxide alarm"", ""First aid kit"", ""Hot water"", ""Waterfront"", ""Smoke alarm"", ""Lockbox"", ""Cleaning products"", ""Clothing storage: closet"", ""Ethernet connection"", ""Mini fridge"", ""M\u00e1dara Organic Skin Care shampoo"", ""Refrigerator"", ""Canal view"", ""JBL Bluetooth sound system"", ""Wine glasses"", ""Extra pillows and blankets"", ""Coffee maker: Nespresso"", ""Safe"", ""Hair dryer"", ""Self check-in"", ""Wifi"", ""Cleaning available during stay"", ""Hot water kettle"", ""M\u00e1dara Organic Skin Care conditioner"", ""Hangers"", ""Essentials"", ""City skyline view"", ""Books and reading material"", ""Marina view"", ""Harbor view"", ""Outdoor dining area"", ""Freezer"", ""Laundromat nearby"", ""Room-darkening shades"", ""Fire extinguisher"", ""Private entrance"", ""Bed linens""]",1.0,1.0,4.94,2.0,2.0,90.0,499,1,6,23,137
1112857340976117821,23183046,52.3505062,4.8461694,Zuid,Entire condo,Entire home/apt,286,3,0.0,"[""Paid parking on premises"", ""Garden view"", ""Central heating"", ""Washer"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""BBQ grill"", ""Hot water"", ""Smoke alarm"", ""Canal view"", ""Host greets you"", ""Park view"", ""Indoor fireplace"", ""Wifi"", ""Air conditioning"", ""Essentials"", ""City skyline view"", ""TV"", ""Free dryer"", ""Outdoor dining area"", ""First aid kit"", ""Fire extinguisher"", ""Kitchen""]",1.0,0.0,5.0,inf,inf,95.33333333333333,2,29,57,57,216
16222778,106001550,52.38001,4.88587,Centrum-West,Entire condo,Entire home/apt,124,2,1.0,"[""Dishes and silverware"", ""Shower gel"", ""Coffee"", ""Washer"", ""Portable fans"", ""Dedicated workspace"", ""Coffee maker"", ""Paid parking off premises"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Hot water"", ""Smoke alarm"", ""Stove"", ""Iron"", ""Drying rack for clothing"", ""Cleaning products"", ""Microwave"", ""Refrigerator"", ""Fast wifi \u2013 257 Mbps"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Keypad"", ""Self check-in"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Essentials"", ""Heating"", ""Long term stays allowed"", ""Freezer"", ""Shampoo"", ""Fire extinguisher"", ""Kitchen"", ""Bed linens""]",1.0,1.0,4.77,2.0,2.0,62.0,166,2,19,19,19
953048009278449850,310155634,52.36875169585584,4.855623754251269,De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,214,2,1.0,"[""Dishes and silverware"", ""Paid parking on premises"", ""Shower gel"", ""Coffee"", ""Coffee maker: Nespresso, pour-over coffee"", ""Body soap"", ""Central heating"", ""Game console"", ""Dedicated workspace"", ""Private patio or balcony"", ""Outdoor furniture"", ""Cooking basics"", ""Hot water"", ""Smoke alarm"", ""Lockbox"", ""Iron"", ""Cleaning products"", ""Blender"", ""Clothing storage"", ""Refrigerator"", ""Canal view"", ""Single level home"", ""Extra pillows and blankets"", ""Sonos  Bluetooth sound system"", ""Paid street parking off premises"", ""Oven"", ""Hair dryer"", ""EV charger"", ""Self check-in"", ""Conditioner"", ""Wifi"", ""Cleaning available during stay"", ""Dishwasher"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Outdoor playground"", ""Backyard"", ""Books and reading material"", ""TV"", ""Board games"", ""Other induction stove"", ""Courtyard view"", ""Outdoor dining area"", ""Freezer"", ""Laundromat nearby"", ""First aid kit"", ""Shampoo"", ""Private entrance"", ""Kitchen"", ""Bed linens""]",1.0,1.0,5.0,2.0,2.0,107.0,5,5,11,17,50
7879063,10232506,52.37072,4.85291,De Baarsjes - Oud-West,Entire condo,Entire home/apt,250,2,1.0,"[""Dishes and silverware"", ""Paid parking on premises"", ""Shower gel"", ""Outlet covers"", ""Coffee"", ""Body soap"", ""Central heating"", ""Dedicated workspace"", ""Private patio or balcony"", ""Outdoor furniture"", ""Exterior security cameras on property"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Baby safety gates"", ""Table corner guards"", ""First aid kit"", ""Hot water"", ""Smoke alarm"", ""Smart lock"", ""Drying rack for clothing"", ""Cleaning products"", ""Clothing storage: closet"", ""Exercise equipment: yoga mat"", ""Microwave"", ""Refrigerator"", ""Wine glasses"", ""Bathtub"", ""Extra pillows and blankets"", ""Private entrance"", ""Paid street parking off premises"", ""Oven"", ""Hair dryer"", ""EV charger"", ""Self check-in"", ""Conditioner"", ""Dishwasher"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Essentials"", ""Books and reading material"", ""TV"", ""Children\u2019s dinnerware"", ""Long term stays allowed"", ""Freezer"", ""Room-darkening shades"", ""Shampoo"", ""Fast wifi \u2013 211 Mbps"", ""Samsung electric stove"", ""Kitchen"", ""Bed linens""]",1.0,1.0,4.58,2.0,2.0,125.0,24,0,0,0,84
13463110,66691578,52.36157,4.97639,IJburg - Zeeburgereiland,Private room in townhouse,Private room,115,2,1.0,"[""Dishes and silverware"", ""Coffee"", ""Garden view"", ""Portable fans"", ""Dedicated workspace"", ""Coffee maker"", ""Paid parking off premises"", ""Hot water"", ""Smoke alarm"", ""Iron"", ""Mini fridge"", ""Ethernet connection"", ""Refrigerator"", ""Lake access"", ""Lock on bedroom door"", ""Extra pillows and blankets"", ""Host greets you"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Wifi"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Essentials"", ""Room-darkening shades"", ""Clothing storage: closet and dresser"", ""Books and reading material"", ""Heating"", ""First aid kit"", ""Bed linens""]",1.0,1.0,4.93,2.0,2.0,57.5,152,11,27,35,50
648992361047425295,2986763,52.37556,4.97934,Noord-Oost,Houseboat,Entire home/apt,150,6,3.0,"[""Smoke alarm"", ""City skyline view"", ""Washer"", ""Park view"", ""TV"", ""Hot tub"", ""Free parking on premises"", ""BBQ grill"", ""Fire pit"", ""Indoor fireplace"", ""Outdoor dining area"", ""Lake view"", ""Wifi"", ""Fire extinguisher"", ""Kitchen""]",1.0,3.0,5.0,2.0,2.0,25.0,1,0,8,8,256
11217131,195909,52.35597,4.88887,De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,450,3,2.0,"[""Dishes and silverware"", ""Private backyard \u2013 Fully fenced"", ""Washer"", ""Babysitter recommendations"", ""Kitchen"", ""Coffee maker"", ""Paid parking off premises"", ""Cooking basics"", ""Carbon monoxide alarm"", ""TV with standard cable"", ""Hot water"", ""Smoke alarm"", ""Iron"", ""Microwave"", ""Refrigerator"", ""Host greets you"", ""Oven"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Children\u2019s books and toys"", ""Wifi"", ""Dryer"", ""Hangers"", ""Essentials"", ""Heating"", ""Children\u2019s dinnerware"", ""Pack \u2019n play/Travel crib"", ""Room-darkening shades"", ""Shampoo"", ""Fire extinguisher"", ""High chair""]",1.0,2.0,5.0,1.5,1.5,150.0,25,4,4,4,4
649624299732905979,9191032,52.37822,4.8593,Bos en Lommer,Entire loft,Entire home/apt,165,2,1.0,"[""Shower gel"", ""Coffee"", ""Body soap"", ""Coffee maker"", ""Hot water"", ""Smoke alarm"", ""Iron"", ""Drying rack for clothing"", ""Cleaning products"", ""Clothing storage"", ""Wine glasses"", ""Extra pillows and blankets"", ""Fast wifi \u2013 117 Mbps"", ""Host greets you"", ""Paid street parking off premises"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Children\u2019s books and toys"", ""Cleaning available during stay"", ""Hot water kettle"", ""Hangers"", ""Essentials"", ""Outdoor playground"", ""Books and reading material"", ""Heating"", ""Long term stays allowed"", ""First aid kit"", ""Private entrance"", ""Bed linens""]",1.0,1.0,4.83,2.0,2.0,82.5,24,27,52,82,247
666702895330407220,33669295,52.37952,4.80135,Geuzenveld - Slotermeer,Entire rental unit,Entire home/apt,220,3,2.0,"[""Dishes and silverware"", ""Toaster"", ""Paid parking on premises"", ""Free washer \u2013 In unit"", ""Portable fans"", ""Dedicated workspace"", ""Private patio or balcony"", ""Outdoor furniture"", ""Cooking basics"", ""Hot water"", ""Smoke alarm"", ""Iron"", ""Drying rack for clothing"", ""Cleaning products"", ""Clothing storage: closet"", ""Ethernet connection"", ""Microwave"", ""Refrigerator"", ""Canal view"", ""Wine glasses"", ""Lake access"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Sound system with aux"", ""Paid street parking off premises"", ""Oven"", ""Luggage dropoff allowed"", ""Exercise equipment"", ""Hair dryer"", ""Wifi"", ""Dishwasher"", ""Hot water kettle"", ""50 inch HDTV with Chromecast, Netflix, standard cable, premium cable"", ""Hangers"", ""Dining table"", ""Essentials"", ""Books and reading material"", ""Courtyard view"", ""Long term stays allowed"", ""Freezer"", ""Fire extinguisher"", ""Kitchen"", ""Bed linens""]",1.5,3.0,5.0,1.5,1.0,73.33333333333333,5,1,1,1,51
24282635,4258470,52.39991,4.90474,Oud-Noord,Entire home,Entire home/apt,390,4,3.0,"[""Dishes and silverware"", ""Private backyard \u2013 Fully fenced"", ""Washer"", ""Dedicated workspace"", ""Kitchen"", ""Coffee maker"", ""Outdoor furniture"", ""Cooking basics"", ""Carbon monoxide alarm"", ""BBQ grill"", ""Children's playroom"", ""Hot water"", ""Smoke alarm"", ""Stove"", ""Iron"", ""Microwave"", ""Refrigerator"", ""Free parking on premises"", ""Private entrance"", ""Host greets you"", ""Oven"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Children\u2019s books and toys"", ""Indoor fireplace"", ""Wifi"", ""Dryer"", ""Dishwasher"", ""Hangers"", ""Essentials"", ""Free street parking"", ""Heating"", ""TV"", ""Children\u2019s dinnerware"", ""Board games"", ""Outdoor dining area"", ""First aid kit"", ""Shampoo"", ""Children\u2019s bikes"", ""High chair""]",2.0,4.0,4.93,1.3333333333333333,1.0,97.5,15,4,27,57,332
998506532915361506,49853441,52.37009,4.84985,De Baarsjes - Oud-West,Entire rental unit,Entire home/apt,150,2,1.0,"[""Dishes and silverware"", ""Paid parking on premises"", ""Shower gel"", ""Coffee"", ""Smoking allowed"", ""Body soap"", ""Central heating"", ""Washer"", ""Dedicated workspace"", ""Babysitter recommendations"", ""Kitchen"", ""Pets allowed"", ""Cooking basics"", ""Hot water"", ""Smoke alarm"", ""Iron"", ""Drying rack for clothing"", ""Sound system"", ""Cleaning products"", ""Blender"", ""Clothing storage"", ""Refrigerator"", ""Bathtub"", ""Extra pillows and blankets"", ""Coffee maker: Nespresso"", ""Safe"", ""Oven"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Conditioner"", ""Wifi"", ""Dishwasher"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Essentials"", ""TV"", ""Board games"", ""Freezer"", ""Shampoo"", ""Fire extinguisher"", ""Free dryer"", ""Bed linens"", ""Baking sheet""]",1.0,2.0,5.0,2.0,1.0,75.0,3,9,10,10,162
748487072666619827,14390964,52.3521446,4.8475565,Zuid,Entire condo,Entire home/apt,270,2,1.0,"[""Dishes and silverware"", ""Paid parking on premises"", ""Shower gel"", ""Coffee"", ""Body soap"", ""Central heating"", ""Washer"", ""Private backyard \u2013 Fully fenced"", ""Portable fans"", ""Dedicated workspace"", ""Rice maker"", ""Outdoor furniture"", ""Patio or balcony"", ""Cooking basics"", ""Carbon monoxide alarm"", ""First aid kit"", ""Hot water"", ""Pocket wifi"", ""Waterfront"", ""Smoke alarm"", ""Iron"", ""Drying rack for clothing"", ""Cleaning products"", ""Blender"", ""Mini fridge"", ""Ethernet connection"", ""Refrigerator"", ""Wine glasses"", ""Single level home"", ""Extra pillows and blankets"", ""Coffee maker: Nespresso"", ""Host greets you"", ""Paid street parking off premises"", ""Sonos Bluetooth sound system"", ""Oven"", ""Luggage dropoff allowed"", ""Free dryer \u2013 In unit"", ""Hair dryer"", ""Baby monitor"", ""Conditioner"", ""Wifi"", ""Dishwasher"", ""Hot water kettle"", ""Induction stove"", ""Hangers"", ""Dining table"", ""Essentials"", ""Books and reading material"", ""TV"", ""Board games"", ""Clothing storage: walk-in closet and closet"", ""Outdoor dining area"", ""Freezer"", ""Laundromat nearby"", ""Room-darkening shades"", ""Shampoo"", ""Private entrance"", ""Kitchen"", ""Bed linens"", ""Baking sheet""]",1.5,1.0,5.0,2.0,2.0,135.0,0,0,4,34,309
708018104736333259,100012043,52.35358,4.91958,Oud-Oost,Entire condo,Entire home/apt,175,4,3.0,"[""Crib - available upon request"", ""Dishes and silverware"", ""Toaster"", ""Free washer \u2013 In unit"", ""Private backyard \u2013 Fully fenced"", ""Central heating"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Changing table"", ""Hot water"", ""Children\u2019s books and toys for ages 0-2 years old and 2-5 years old"", ""Smoke alarm"", ""Stove"", ""Iron"", ""Drying rack for clothing"", ""Lockbox"", ""Cleaning products"", ""Blender"", ""Microwave"", ""Refrigerator"", ""Wine glasses"", ""Bathtub"", ""Single level home"", ""Coffee maker: Nespresso"", ""Paid street parking off premises"", ""Oven"", ""Free dryer \u2013 In unit"", ""Self check-in"", ""Wifi"", ""Standalone high chair"", ""Dishwasher"", ""Hot water kettle"", ""Dining table"", ""Essentials"", ""TV"", ""Children\u2019s dinnerware"", ""Outdoor dining area"", ""Freezer"", ""First aid kit"", ""Fire extinguisher"", ""Private entrance"", ""Kitchen"", ""Bed linens""]",1.5,3.0,4.89,1.3333333333333333,1.3333333333333333,43.75,9,0,10,18,96
137026,670266,52.35178,4.90699,De Pijp - Rivierenbuurt,Entire townhouse,Entire home/apt,350,4,3.0,"[""Dishes and silverware"", ""Toaster"", ""Free washer \u2013 In unit"", ""Barbecue utensils"", ""Body soap"", ""Central heating"", ""Private backyard \u2013 Fully fenced"", ""Dedicated workspace"", ""Pets allowed"", ""Outdoor furniture"", ""Exterior security cameras on property"", ""Piano"", ""Cooking basics"", ""Paid parking off premises"", ""Carbon monoxide alarm"", ""BBQ grill"", ""TV with standard cable"", ""Hot water"", ""Smoke alarm"", ""Stove"", ""Iron"", ""Sound system"", ""Window guards"", ""Cleaning products"", ""Lockbox"", ""Blender"", ""Microwave"", ""Clothing storage"", ""Refrigerator"", ""Coffee maker: espresso machine"", ""Wine glasses"", ""Bathtub"", ""Extra pillows and blankets"", ""Host greets you"", ""Private hot tub"", ""Luggage dropoff allowed"", ""Free dryer \u2013 In unit"", ""Hair dryer"", ""Self check-in"", ""Wifi"", ""Cleaning available during stay"", ""Dishwasher"", ""Miele oven"", ""Hangers"", ""Dining table"", ""Essentials"", ""Board games"", ""Freezer"", ""Room-darkening shades"", ""Shampoo"", ""Fire extinguisher"", ""Private entrance"", ""Kitchen"", ""Bed linens""]",2.0,3.0,4.73,1.3333333333333333,1.3333333333333333,87.5,108,2,2,2,154
44583132,47636877,52.34748,4.90338,De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,280,4,1.0,"[""Dishes and silverware"", ""Washer"", ""Dedicated workspace"", ""Pets allowed"", ""Coffee maker"", ""Patio or balcony"", ""Outdoor furniture"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Iron"", ""Refrigerator"", ""Wifi"", ""Dryer"", ""Hangers"", ""Backyard"", ""Heating"", ""TV"", ""Outdoor dining area"", ""First aid kit"", ""Shampoo"", ""Fire extinguisher"", ""Private entrance"", ""Kitchen""]",1.0,1.0,4.43,4.0,4.0,70.0,7,29,59,89,364
923884847198271647,264679164,52.3517828,4.887828799999999,De Pijp - Rivierenbuurt,Entire rental unit,Entire home/apt,300,2,1.0,"[""Smoke alarm"", ""Iron"", ""Host greets you"", ""Washer"", ""TV"", ""Dedicated workspace"", ""Pets allowed"", ""Exercise equipment"", ""Outdoor dining area"", ""Carbon monoxide alarm"", ""BBQ grill"", ""Wifi"", ""Fire extinguisher"", ""Kitchen""]",1.0,2.0,4.78,2.0,1.0,150.0,9,21,51,81,356
1176963583689819570,142376078,52.37390756706705,4.850065730604468,Bos en Lommer,Entire rental unit,Entire home/apt,120,2,1.0,"[""Paid parking on premises"", ""Shower gel"", ""Central heating"", ""Washer"", ""Dedicated workspace"", ""Piano"", ""Carbon monoxide alarm"", ""First aid kit"", ""Hot water"", ""Smoke alarm"", ""Drying rack for clothing"", ""Cleaning products"", ""Extra pillows and blankets"", ""Ceiling fan"", ""Host greets you"", ""Free dryer \u2013 In unit"", ""Conditioner"", ""Wifi"", ""Clothing storage: wardrobe"", ""Hangers"", ""Essentials"", ""Books and reading material"", ""TV"", ""Room-darkening shades"", ""Shampoo"", ""Fire extinguisher"", ""Kitchen"", ""Bed linens""]",1.5,1.0,4.75,2.0,2.0,60.0,0,2,5,5,5
1070153839535044786,16050588,52.3477603,4.9375297,Watergraafsmeer,Entire rental unit,Entire home/apt,293,4,2.0,"[""Smoke alarm"", ""Host greets you"", ""Washer"", ""First aid kit"", ""Dedicated workspace"", ""Exercise equipment"", ""Carbon monoxide alarm"", ""Wifi"", ""Fire extinguisher"", ""Kitchen""]",1.0,2.0,5.0,2.0,2.0,73.25,7,0,2,2,50
27677715,6437689,52.34438,4.89556,De Pijp - Rivierenbuurt,Entire condo,Entire home/apt,340,4,3.0,"[""Dishes and silverware"", ""Toaster"", ""Shower gel"", ""Coffee"", ""Free washer \u2013 In unit"", ""Barbecue utensils"", ""Body soap"", ""Private backyard \u2013 Fully fenced"", ""Dedicated workspace"", ""Private patio or balcony"", ""Coffee maker"", ""Outdoor furniture"", ""Paid parking off premises"", ""Cooking basics"", ""Carbon monoxide alarm"", ""First aid kit"", ""BBQ grill"", ""Hot water"", ""Bose sound system"", ""Smoke alarm"", ""Iron"", ""Drying rack for clothing"", ""Cleaning products"", ""Blender"", ""Clothing storage: closet"", ""Bread maker"", ""Microwave"", ""Refrigerator"", ""Wine glasses"", ""Smeg gas stove"", ""Extra pillows and blankets"", ""Single level home"", ""Park view"", ""Oven"", ""Luggage dropoff allowed"", ""Free dryer \u2013 In unit"", ""Hair dryer"", ""Children\u2019s books and toys"", ""Conditioner"", ""Wifi"", ""Mosquito net"", ""Dishwasher"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Essentials"", ""Outdoor playground"", ""Books and reading material"", ""Heating"", ""Children\u2019s dinnerware"", ""Board games"", ""32 inch HDTV with Netflix, Chromecast"", ""Outdoor dining area"", ""Freezer"", ""Laundromat nearby"", ""Room-darkening shades"", ""Shampoo"", ""Fire extinguisher"", ""Private entrance"", ""Kitchen"", ""Bed linens"", ""Baking sheet""]",1.0,7.0,5.0,1.3333333333333333,0.5714285714285714,85.0,7,0,0,0,8
1091826648703918067,17458008,52.3905197,4.888735,Westerpark,Private room in houseboat,Private room,380,2,1.0,"[""Smoke alarm"", ""Outdoor playground"", ""Lockbox"", ""Washer"", ""Heating"", ""Board games"", ""Dedicated workspace"", ""Hair dryer"", ""Self check-in"", ""Carbon monoxide alarm"", ""Wifi"", ""Lock on bedroom door"", ""Kitchen""]",1.0,1.0,5.0,2.0,2.0,190.0,1,0,0,6,6
20396714,7348383,52.37695,4.88635,Centrum-West,Entire home,Entire home/apt,350,2,1.0,"[""Dishes and silverware"", ""Shower gel"", ""Free washer \u2013 In unit"", ""Central heating"", ""Dedicated workspace"", ""Outdoor furniture"", ""Cooking basics"", ""Carbon monoxide alarm"", ""Hot water"", ""TV with Chromecast"", ""Waterfront"", ""Smoke alarm"", ""Stove"", ""Drying rack for clothing"", ""Cleaning products"", ""Refrigerator"", ""Canal view"", ""Wine glasses"", ""Extra pillows and blankets"", ""Coffee maker: Nespresso"", ""Clothing storage: closet and wardrobe"", ""Oven"", ""Hair dryer"", ""Wifi"", ""Dishwasher"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Essentials"", ""Freezer"", ""Laundromat nearby"", ""Private backyard"", ""Shampoo"", ""Fire extinguisher"", ""Private entrance"", ""Kitchen"", ""Bed linens""]",1.0,1.0,4.88,2.0,2.0,175.0,8,0,0,29,209
39028077,95982246,52.35794,4.90766,Oud-Oost,Private room in home,Private room,140,2,1.0,"[""Dishes and silverware"", ""Shower gel"", ""Free washer \u2013 In unit"", ""Coffee maker: Keurig coffee machine, Nespresso"", ""Body soap"", ""Private living room"", ""Pets allowed"", ""Carbon monoxide alarm"", ""First aid kit"", ""Hot water"", ""Smoke alarm"", ""Lockbox"", ""Iron"", ""Cleaning products"", ""Clothing storage: closet"", ""Mini fridge"", ""Refrigerator"", ""Bathtub"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Hair dryer"", ""Self check-in"", ""Wifi"", ""Hot water kettle"", ""Hangers"", ""Dining table"", ""Essentials"", ""Heating"", ""TV"", ""Courtyard view"", ""Long term stays allowed"", ""Freezer"", ""Room-darkening shades"", ""Shampoo"", ""Private entrance"", ""Bed linens""]",1.5,1.0,4.58,2.0,2.0,70.0,313,1,14,39,128
